Contractor Employee Name,Contractor Employee E-mail,"NMCI Account Status (active, inactive, deleted)",Badged (Yes/No)
MAYS KAMRON Z,KAMRON.Z.MAYS.TEST@US.NAVY.MIL,Active,Yes
MAYS RODNEY V,,Active,Yes
MCBRIDE ABDULLAH S,,,No
MCBRIDE CHRISTIAN F,CHRISTIAN.F.MCBRIDE.TEST@US.NAVY.MIL,Active,No
MCBRIDE GLENN W,,,No
MCBRIDE JAYDA O,JAYDA.O.MCBRIDE.TEST@US.NAVY.MIL,,Yes
MCBRIDE KAYA W,,,No
MCBRIDE LEILA Q,,,No
MCBRIDE MARLENE I JR,MARLENE.I.MCBRIDE.TEST@US.NAVY.MIL,Active,Yes
MCBRIDE MELODY N,,,No
MCBRIDE SALVATORE F,,,Yes
MCCALL ALFRED I,ALFRED.I.MCCALL.TEST@US.NAVY.MIL,Active,Yes
MCCALL ANDREW X,ANDREW.X.MCCALL.TEST@US.NAVY.MIL,Active,Yes
MCCALL GIOVANI K,GIOVANI.K.MCCALL.TEST@US.NAVY.MIL,,Yes
MCCALL IRVIN D,,,No
MCCALL KURT P,KURT.P.MCCALL.TEST@US.NAVY.MIL,Active,Yes
MCCALL MICHEAL X,MICHEAL.X.MCCALL.TEST@US.NAVY.MIL,Deleted,No
MCCANN ARTURO R JR,,,Yes
MCCANN DENISE G,DENISE.G.MCCANN.TEST@US.NAVY.MIL,,Yes
MCCANN IRENE J,,,Yes
MCCANN JAREN J,,Active,No
MCCANN KIARA I,KIARA.I.MCCANN.TEST@US.NAVY.MIL,Active,Yes
MCCANN REILLY N,REILLY.N.MCCANN.TEST@US.NAVY.MIL,,Yes
MCCARTHY HEAVEN O JR,,Deleted,Yes
MCCARTHY ISABELLA C,,,No
MCCARTHY LEXI G,,,No
MCCARTHY MARQUIS S,,,No
MCCARTHY TUCKER Y,,,No
MCCARTHY ZAYDEN N,,,No
MCCARTY BRAXTON G,,Deleted,Yes
MCCARTY JAMES W,,,No
MCCARTY NATALY U,NATALY.U.MCCARTY.TEST@US.NAVY.MIL,Active,Yes
MCCARTY SYLVIA A,,,Yes
MCCARTY TUCKER Z,,,No
MCCARTY YAIR F,YAIR.F.MCCARTY.TEST@US.NAVY.MIL,,No
MCCLAIN HOLLY S,HOLLY.S.MCCLAIN.TEST@US.NAVY.MIL,Active,Yes
MCCLAIN JARRETT I,,,No
MCCLAIN LENA P,LENA.P.MCCLAIN.TEST@US.NAVY.MIL,Active,No
MCCLAIN SIDNEY J,,,No
MCCLAIN TATIANA G,,,No
MCCLURE HOWARD M,HOWARD.M.MCCLURE.TEST@US.NAVY.MIL,Active,Yes
MCCLURE IRVING Y,,,No
MCCLURE LAYNE F,LAYNE.F.MCCLURE.TEST@US.NAVY.MIL,,Yes
MCCLURE LEXI T CAPT,,,No
MCCONNELL ALVIN N,,,Yes
MCCONNELL CYNTHIA O,,,Yes
MCCONNELL DEANGELO U,,,No
MCCONNELL ELISSA K,ELISSA.K.MCCONNELL.TEST@US.NAVY.MIL,Active,Yes
MCCONNELL ENRIQUE I,ENRIQUE.I.MCCONNELL.TEST@US.NAVY.MIL,Deleted,No
MCCONNELL JUDITH A,,,Yes
MCCONNELL KENDRICK N,KENDRICK.N.MCCONNELL.TEST@US.NAVY.MIL,Active,Yes
MCCONNELL LOGAN V,,,No
MCCONNELL OWEN Y,,,No
MCCORMICK ABDULLAH I,,,No
MCCORMICK CALI C,CALI.C.MCCORMICK.TEST@US.NAVY.MIL,Active,Yes
MCCORMICK DALTON J,,,No
MCCORMICK EUGENE Q,EUGENE.Q.MCCORMICK.TEST@US.NAVY.MIL,Active,No
MCCORMICK HADLEY O,,Deleted,Yes
MCCORMICK HOWARD I,,,Yes
MCCORMICK MARIAH A,,,No
MCCORMICK MELINA J,MELINA.J.MCCORMICK.TEST@US.NAVY.MIL,Active,Yes
MCCOY AGUSTIN W,,,No
MCCOY AYANNA O,AYANNA.O.MCCOY.TEST@US.NAVY.MIL,Active,Yes
MCCOY BRANDI E,BRANDI.E.MCCOY.TEST@US.NAVY.MIL,Deleted,Yes
MCCOY HALLE E,,,No
MCCOY HUDSON G,,,No
MCCOY JABARI Q,JABARI.Q.MCCOY.TEST@US.NAVY.MIL,Active,Yes
MCCOY LOGAN C,,,Yes
MCCOY NICO B,,Active,No
MCCOY SADIE A,SADIE.A.MCCOY.TEST@US.NAVY.MIL,Active,No
MCCOY SANTIAGO G,,,No
MCCULLOUGH ANN Y,ANN.Y.MCCULLOUGH.TEST@US.NAVY.MIL,Active,Yes
MCCULLOUGH BROCK G,BROCK.G.MCCULLOUGH.TEST@US.NAVY.MIL,Active,Yes
MCCULLOUGH DESIRAE D,,,No
MCCULLOUGH DOMINIQUE D,,,No
MCCULLOUGH JAYLON J,,Deleted,No
MCCULLOUGH JULIUS P JR,,,No
MCCULLOUGH MARQUISE D,,,Yes
MCCULLOUGH MATIAS N,MATIAS.N.MCCULLOUGH.TEST@US.NAVY.MIL,Active,Yes
MCCULLOUGH SKYLA E,SKYLA.E.MCCULLOUGH.TEST@US.NAVY.MIL,Active,Yes
MCCULLOUGH TERRENCE S,TERRENCE.S.MCCULLOUGH.TEST@US.NAVY.MIL,Active,Yes
MCCULLOUGH WILSON B,,,No
MCDANIEL JORGE U,JORGE.U.MCDANIEL.TEST@US.NAVY.MIL,Active,No
MCDANIEL LIZETTE Q,,,No
MCDANIEL MARKUS F,MARKUS.F.MCDANIEL.TEST@US.NAVY.MIL,Active,Yes
MCDANIEL OLIVIA Y,,,No
MCDANIEL SEAMUS H,,,No
MCDONALD ARMANI B,,,No
MCDONALD ARNAV S,ARNAV.S.MCDONALD.TEST@US.NAVY.MIL,Active,No
MCDONALD JACE Y,JACE.Y.MCDONALD.TEST@US.NAVY.MIL,Active,Yes
MCDONALD KYLEE I,KYLEE.I.MCDONALD.TEST@US.NAVY.MIL,Active,Yes
MCDONALD LILIAN D,,,No
MCDONALD MOSES O,,,No
MCDONALD PEYTON X JR,PEYTON.X.MCDONALD.TEST@US.NAVY.MIL,Active,Yes
MCDONALD TERRY R,TERRY.R.MCDONALD.TEST@US.NAVY.MIL,Deleted,No
MCDOWELL ERICK O,,,No
MCDOWELL JAMIE J,,,No
MCDOWELL REGINA Z,REGINA.Z.MCDOWELL.TEST@US.NAVY.MIL,Deleted,No
MCDOWELL SHANNON H,SHANNON.H.MCDOWELL.TEST@US.NAVY.MIL,Active,Yes
MCFARLAND AMY Q,,,No
MCFARLAND CHANA U IV,CHANA.U.MCFARLAND.TEST@US.NAVY.MIL,Deleted,Yes
MCFARLAND MEGAN P,,,No
MCFARLAND TRE V,,,No
MCGEE ANAYA L,,,Yes
MCGEE ARYANA L,,,No
MCGEE JARRETT W,JARRETT.W.MCGEE.TEST@US.NAVY.MIL,Active,No
MCGRATH KAIDEN F,,,No
MCGRATH KINSEY R,,,No
MCGRATH RODNEY I JR,RODNEY.I.MCGRATH.TEST@US.NAVY.MIL,Active,Yes
MCGUIRE ANTONY E,,,No
MCGUIRE ATTICUS U,,,No
MCGUIRE CHELSEA U,,,No
MCGUIRE CHRISTOPHER C,CHRISTOPHER.C.MCGUIRE.TEST@US.NAVY.MIL,Active,No
MCGUIRE KEAGAN R,,,No
MCGUIRE KRISTEN E,KRISTEN.E.MCGUIRE.TEST@US.NAVY.MIL,Active,Yes
MCGUIRE LANE B,,,No
MCGUIRE LAYNE O,LAYNE.O.MCGUIRE.TEST@US.NAVY.MIL,Deleted,No
MCGUIRE MAEVE T,,Active,No
MCGUIRE REYNALDO K,REYNALDO.K.MCGUIRE.TEST@US.NAVY.MIL,Active,No
MCGUIRE STACY A,STACY.A.MCGUIRE.TEST@US.NAVY.MIL,Deleted,No
MCINTOSH CAIDEN I,CAIDEN.I.MCINTOSH.TEST@US.NAVY.MIL,Active,Yes
MCINTOSH CORDELL H,,,No
MCINTOSH HEATHER I,HEATHER.I.MCINTOSH.TEST@US.NAVY.MIL,Active,Yes
MCINTOSH KRYSTAL N,KRYSTAL.N.MCINTOSH.TEST@US.NAVY.MIL,Active,Yes
MCINTOSH MADISON T,,,No
MCINTOSH STEPHON W,STEPHON.W.MCINTOSH.TEST@US.NAVY.MIL,Active,Yes
MCINTYRE ALISON T,,,No
MCINTYRE ANTONY P,,,No
MCINTYRE CALVIN X,CALVIN.X.MCINTYRE.TEST@US.NAVY.MIL,Active,No
MCINTYRE DAMIAN O,,,No
MCINTYRE MARCELO T,,,No
MCINTYRE MEAGAN R,,,No
MCINTYRE ROSE Y,,,No
MCINTYRE SAVION M,,,No
MCINTYRE TALAN X,,,No
MCINTYRE YULIANA B,,,No
MCKAY COHEN X,,,No
MCKEE AMANDA H,AMANDA.H.MCKEE.TEST@US.NAVY.MIL,Active,No
MCKEE ARABELLA C,,,No
MCKEE AUGUST M,AUGUST.M.MCKEE.TEST@US.NAVY.MIL,Active,No
MCKEE ELIJAH Y,ELIJAH.Y.MCKEE.TEST@US.NAVY.MIL,Active,Yes
MCKEE ELVIS Y,,,No
MCKEE JAXON N,JAXON.N.MCKEE.TEST@US.NAVY.MIL,Active,Yes
MCKENZIE CHEYANNE C,,,No
MCKENZIE DANIA P,DANIA.P.MCKENZIE.TEST@US.NAVY.MIL,,Yes
MCKENZIE RODOLFO C,,,No
MCKINNEY ALEXANDRA T,,,Yes
MCKINNEY BARRETT Q,,,No
MCKINNEY CHASE V,CHASE.V.MCKINNEY.TEST@US.NAVY.MIL,Active,Yes
MCKINNEY COLIN K,COLIN.K.MCKINNEY.TEST@US.NAVY.MIL,Active,Yes
MCKINNEY GERALD X,,,No
MCKINNEY HOLLY X,,,No
MCKINNEY JAIDA S,,,No
MCKINNEY JULIE X,JULIE.X.MCKINNEY.TEST@US.NAVY.MIL,Active,No
MCKINNEY PIERRE D,PIERRE.D.MCKINNEY.TEST@US.NAVY.MIL,Active,Yes
MCKINNEY RAINA K,,,No
MCKINNEY TRISTAN C,,,No
MCKINNEY TROY X,TROY.X.MCKINNEY.TEST@US.NAVY.MIL,,Yes
MCKINNEY YASMIN M,,,No
MCKNIGHT ABAGAIL O JR,ABAGAIL.O.MCKNIGHT.TEST@US.NAVY.MIL,Active,Yes
MCKNIGHT SIERRA S,SIERRA.S.MCKNIGHT.TEST@US.NAVY.MIL,Active,No
MCKNIGHT TYLER L,,,No
MCKNIGHT YAHIR M,,,No
MCLAUGHLIN CYNTHIA B,,,No
MCLAUGHLIN EDGAR D,,,Yes
MCLAUGHLIN MELISSA Y,,,Yes
MCLAUGHLIN REYNA J,REYNA.J.MCLAUGHLIN.TEST@US.NAVY.MIL,Active,Yes
MCLAUGHLIN ZOEY N,,,No
MCLEAN DAMIEN K,DAMIEN.K.MCLEAN.TEST@US.NAVY.MIL,Active,No
MCLEAN DEMARCUS G,,Active,No
MCLEAN GAGE N,GAGE.N.MCLEAN.TEST@US.NAVY.MIL,Active,Yes
MCLEAN KONNOR D,KONNOR.D.MCLEAN.TEST@US.NAVY.MIL,Active,Yes
MCLEAN KYLEE U,KYLEE.U.MCLEAN.TEST@US.NAVY.MIL,,Yes
MCLEAN LIZETH F,,,No
MCLEAN SERENITY A,,,Yes
MCMAHON ABRAM Z,,,Yes
MCMAHON CHELSEY Y,,,No
MCMAHON CLAIRE W III,,,No
MCMAHON DANGELO W,,,No
MCMAHON KARINA C,KARINA.C.MCMAHON.TEST@US.NAVY.MIL,Active,Yes
MCMAHON KAYLEE P,KAYLEE.P.MCMAHON.TEST@US.NAVY.MIL,Active,Yes
MCMAHON MARIAM B,,,No
MCMAHON MOHAMMAD W,,,No
MCMAHON SAGE N,SAGE.N.MCMAHON.TEST@US.NAVY.MIL,Active,Yes
MCMAHON ZOIE F,ZOIE.F.MCMAHON.TEST@US.NAVY.MIL,Active,No
MCMILLAN EVAN N,,,No
MCMILLAN JEAN A,,,No
MCMILLAN TRE Q III,TRE.Q.MCMILLAN.TEST@US.NAVY.MIL,Active,Yes
MCNEIL BARBARA Z,BARBARA.Z.MCNEIL.TEST@US.NAVY.MIL,Active,No
MCNEIL ELEANOR S,,,No
MCNEIL LYRIC S,,,Yes
MCPHERSON ADDISYN K,,,No
MCPHERSON BABY V,BABY.V.MCPHERSON.TEST@US.NAVY.MIL,Deleted,No
MCPHERSON BRANSON Q,,,No
MCPHERSON FELIX J,,,Yes
MCPHERSON INDIA E,,,No
MCPHERSON LAWRENCE J,,Deleted,No
MCPHERSON LYDIA P,LYDIA.P.MCPHERSON.TEST@US.NAVY.MIL,Active,Yes
MEADOWS AMY C,,,No
MEADOWS CAMILLE D,CAMILLE.D.MEADOWS.TEST@US.NAVY.MIL,Active,Yes
MEADOWS JAVIER T JR,,,No
MEADOWS JEFFREY V,JEFFREY.V.MEADOWS.TEST@US.NAVY.MIL,Active,Yes
MEADOWS MARLEE Q,MARLEE.Q.MEADOWS.TEST@US.NAVY.MIL,Active,Yes
MEADOWS NATALY H,,,Yes
MEDINA BRYCE W,BRYCE.W.MEDINA.TEST@US.NAVY.MIL,Active,No
MEDINA CARLOS I,,,No
MEDINA CASEY U,CASEY.U.MEDINA.TEST@US.NAVY.MIL,,Yes
MEDINA JALIYAH S,JALIYAH.S.MEDINA.TEST@US.NAVY.MIL,,No
MEDINA JAVION Q,JAVION.Q.MEDINA.TEST@US.NAVY.MIL,Active,Yes
MEDINA LELAND U,,,No
MEDINA TABITHA N,,,Yes
MEJIA FERNANDO C,,,No
MEJIA KYLA Z,KYLA.Z.MEJIA.TEST@US.NAVY.MIL,Active,Yes
MEJIA MALACHI C,,,Yes
MEJIA TERRANCE R,,,No
MEJIA YOSEF C,,,Yes
MELENDEZ BELLA X,,,No
MELENDEZ MALIA N,,,No
MELTON ALICIA J,,,Yes
MELTON IZAIAH A III,,Deleted,No
MELTON JUNIOR S,JUNIOR.S.MELTON.TEST@US.NAVY.MIL,Active,Yes
MELTON ROBERTO H,,,No
MELTON RUBI V,,Deleted,Yes
MENDEZ ANDREA Y,ANDREA.Y.MENDEZ.TEST@US.NAVY.MIL,Active,No
MENDEZ ANNALISE G,,,No
MENDEZ DESIREE X,DESIREE.X.MENDEZ.TEST@US.NAVY.MIL,Active,Yes
MENDEZ HOLDEN Q,HOLDEN.Q.MENDEZ.TEST@US.NAVY.MIL,Active,Yes
MENDEZ JOSH G,,,No
MENDEZ SAMARA A,SAMARA.A.MENDEZ.TEST@US.NAVY.MIL,Active,Yes
MENDOZA CODY P,CODY.P.MENDOZA.TEST@US.NAVY.MIL,,Yes
MENDOZA GUILLERMO X,,,No
MENDOZA KANE J,,,No
MENDOZA KASEY O JR,KASEY.O.MENDOZA.TEST@US.NAVY.MIL,Active,No
MENDOZA KOLTON Y,,,No
MENDOZA LONDON S,LONDON.S.MENDOZA.TEST@US.NAVY.MIL,Active,Yes
MENDOZA MIA Z,,Deleted,No
MENDOZA MIYA S,,,No
MENDOZA NESTOR U,,,No
MENDOZA OMARI U,,,No
MENDOZA VINCENZO S,VINCENZO.S.MENDOZA.TEST@US.NAVY.MIL,Active,Yes
MERCADO AARON Q,AARON.Q.MERCADO.TEST@US.NAVY.MIL,Active,Yes
MERCADO BRAEDEN W,,,Yes
MERCADO JORDY D,,Active,No
MERCADO MALEAH W,MALEAH.W.MERCADO.TEST@US.NAVY.MIL,Active,No
MERCADO TRISTAN Z,,,No
MERCER ALANI T,,,No
MERCER ASHLEY V,,,Yes
MERCER GRACIE D,GRACIE.D.MERCER.TEST@US.NAVY.MIL,Active,No
MERCER JAYDON Q,,,No
MERCER MAXIMO R,,,No
MERCER MELINA C,,,No
MERCER RYANN J,RYANN.J.MERCER.TEST@US.NAVY.MIL,Active,Yes
MERRITT ABRIL H,,,Yes
MERRITT CIERA R,,,No
MERRITT PIERCE U,,Deleted,Yes
MEYER ANN Q,,,No
MEYER ASIA F,ASIA.F.MEYER.TEST@US.NAVY.MIL,Active,No
MEYER BRIELLE Z,,,No
MEYER BRODIE U,,,No
MEYER GIANNA H,,,No
MEYER JEAN Y,,,No
MEYER JIMMY P,,,No
MEYER NADIA J,NADIA.J.MEYER.TEST@US.NAVY.MIL,Active,Yes
MEYERS CAMILLA B,,,No
MEYERS CAROLINA R,,,Yes
MEYERS KEYSHAWN K,,,No
MEYERS TAMARA H JR,TAMARA.H.MEYERS.TEST@US.NAVY.MIL,Active,No
MEYERS ZION J,,Deleted,No
MEZA DOMINIQUE I,DOMINIQUE.I.MEZA.TEST@US.NAVY.MIL,Active,No
MEZA GORDON F,,Deleted,No
MEZA JAMARION V,,Active,No
MEZA PATRICIA G,PATRICIA.G.MEZA.TEST@US.NAVY.MIL,Active,Yes
MICHAEL CAYDEN P,,,No
MICHAEL DAVIS N,,,No
MICHAEL DEANDRE Y,,Deleted,Yes
MICHAEL EDEN A II,,,Yes
MICHAEL GAVEN F,,,No
MICHAEL HALLE K,,,No
MIDDLETON ANDERSON E,ANDERSON.E.MIDDLETON.TEST@US.NAVY.MIL,Deleted,Yes
MIDDLETON CADE Q,CADE.Q.MIDDLETON.TEST@US.NAVY.MIL,Active,Yes
MIDDLETON DANICA X,,,No
MIDDLETON DONALD L,,,No
MIDDLETON ELLIE W,,,No
MIDDLETON HANA T,,,No
MIDDLETON JULIEN H,,Deleted,Yes
MIDDLETON MAGDALENA J,MAGDALENA.J.MIDDLETON.TEST@US.NAVY.MIL,Active,Yes
MIDDLETON SANTINO T,,Active,No
MIDDLETON TANYA O,,,Yes
MIDDLETON ZAYNE N JR,ZAYNE.N.MIDDLETON.TEST@US.NAVY.MIL,Active,No
MILES ALFONSO Q,,,No
MILES ALINA B,,,No
MILES AYANNA F,,,No
MILES JARED T,JARED.T.MILES.TEST@US.NAVY.MIL,Active,No
MILES MARLON E,MARLON.E.MILES.TEST@US.NAVY.MIL,Active,No
MILES MASON W,MASON.W.MILES.TEST@US.NAVY.MIL,Active,Yes
MILES MESSIAH R,MESSIAH.R.MILES.TEST@US.NAVY.MIL,Deleted,Yes
MILES NIA A,,,No
MILES PAUL N,PAUL.N.MILES.TEST@US.NAVY.MIL,Deleted,Yes
MILES SHELDON U SR,,,No
MILES TYLOR W,TYLOR.W.MILES.TEST@US.NAVY.MIL,Active,No
MILLER ASHER P,,,Yes
MILLER HAILIE G,,Deleted,No
MILLER ITZEL E III,,,No
MILLER KATHRYN E,KATHRYN.E.MILLER.TEST@US.NAVY.MIL,Active,Yes
MILLER KATIE Z,KATIE.Z.MILLER.TEST@US.NAVY.MIL,Active,Yes
MILLER KOURTNEY L,,,No
MILLER TROY A,,,No
MILLS BRENTON T,,,No
MILLS DASIA H,,,No
MILLS GRACIE K,,,No
MILLS JAYLON H JR,,,No
MILLS LESLY L,,,No
MILLS MINA O,,,No
MILLS ROSA Y,,,No
MIRANDA ANDREW L,,Active,No
MIRANDA BREANNA Y,BREANNA.Y.MIRANDA.TEST@US.NAVY.MIL,Active,Yes
MIRANDA COLE X,,,No
MIRANDA IRVING R III,IRVING.R.MIRANDA.TEST@US.NAVY.MIL,Deleted,No
MIRANDA JOEY V,JOEY.V.MIRANDA.TEST@US.NAVY.MIL,Active,Yes
MIRANDA KELLI Y,,,No
MIRANDA RILEY I,,,No
MITCHELL FINNEGAN R,FINNEGAN.R.MITCHELL.TEST@US.NAVY.MIL,,No
MITCHELL MARKUS L,,,No
MITCHELL NICOLETTE W,NICOLETTE.W.MITCHELL.TEST@US.NAVY.MIL,Active,Yes
MITCHELL SUMMER R,SUMMER.R.MITCHELL.TEST@US.NAVY.MIL,Active,Yes
MOLINA ARACELI B,,,Yes
MOLINA AYDIN T,,,No
MOLINA BEAU P,,,No
MOLINA CLIFFORD T,CLIFFORD.T.MOLINA.TEST@US.NAVY.MIL,Active,Yes
MOLINA COLEMAN U,,,No
MOLINA MYAH P,,,No
MONROE ARIEL A,,,No
MONROE ATTICUS L,,,Yes
MONROE ELI A,,Deleted,Yes
MONROE KYLEIGH T,,,Yes
MONROE MAKAYLA K,,,No
MONROE MAX X JR,,,No
MONROE RONALD E,RONALD.E.MONROE.TEST@US.NAVY.MIL,,Yes
MONTES JALYN X II,,,No
MONTES JENNY N,JENNY.N.MONTES.TEST@US.NAVY.MIL,Active,Yes
MONTGOMERY MARGARET Y,,,No
MONTGOMERY MORIAH C,,,No
MONTOYA AMIYAH L,AMIYAH.L.MONTOYA.TEST@US.NAVY.MIL,Active,Yes
MONTOYA ANSLEY S,,,No
MONTOYA CHAD C,,,No
MONTOYA DILLAN C,,,No
MONTOYA HAYDEN B,,,No
MONTOYA KRISH R,,Active,Yes
MONTOYA MERCEDES J,MERCEDES.J.MONTOYA.TEST@US.NAVY.MIL,Active,No
MONTOYA TINA E,,,Yes
MONTOYA TONY C,,,Yes
MOODY LOUIS X,,,No
MOON ASHANTI L,,Active,No
MOON ELLIOTT E,,,No
MOON SYDNEE S,,,Yes
MOON TALIYAH U,,,No
MOONEY ANNABELLA N,ANNABELLA.N.MOONEY.TEST@US.NAVY.MIL,Active,Yes
MOONEY BRENDEN A,,,No
MOONEY JACE X,,,No
MOONEY MICAH I,,,No
MOORE ANAHI W,,,Yes
MOORE JOAQUIN X,,,No
MOORE KELLI P,,,No
MOORE MARIO P,,,No
MOORE PHILLIP F,,Active,Yes
MOORE SHAYLEE Y,SHAYLEE.Y.MOORE.TEST@US.NAVY.MIL,Active,Yes
MOORE TANYA D,,,No
MORA BROCK J,,,No
MORA ELIAS R,,Active,No
MORA JAYLENE G,JAYLENE.G.MORA.TEST@US.NAVY.MIL,Active,Yes
MORA MARISA U,,,No
MORALES CARLEY T,,Active,No
MORALES CINDY D,CINDY.D.MORALES.TEST@US.NAVY.MIL,Active,Yes
MORALES GRETA H,,,No
MORALES HAILIE J,HAILIE.J.MORALES.TEST@US.NAVY.MIL,Active,Yes
MORALES JULIUS F,,,No
MORALES PEYTON P,PEYTON.P.MORALES.TEST@US.NAVY.MIL,Active,Yes
MORALES RODERICK H,,,Yes
MORALES SANTOS E,SANTOS.E.MORALES.TEST@US.NAVY.MIL,Active,Yes
MORALES TONI E,,,No
MORAN ASHLY I,,,No
MORAN BEATRIZ V,,,No
MORAN BRIANNE C,,,No
MORAN JOVANNY L,JOVANNY.L.MORAN.TEST@US.NAVY.MIL,Active,Yes
MORAN KESHAWN A,KESHAWN.A.MORAN.TEST@US.NAVY.MIL,Active,Yes
MORAN REBECCA E,,,Yes
MORENO ALONSO H,ALONSO.H.MORENO.TEST@US.NAVY.MIL,Active,Yes
MORENO ALVIN S,ALVIN.S.MORENO.TEST@US.NAVY.MIL,Active,Yes
MORENO ARON O,ARON.O.MORENO.TEST@US.NAVY.MIL,Active,No
MORGAN FREDRICK W,FREDRICK.W.MORGAN.TEST@US.NAVY.MIL,Active,Yes
MORGAN IYANA X JR,IYANA.X.MORGAN.TEST@US.NAVY.MIL,Active,Yes
MORGAN LINA F,,,No
MORGAN YULIANA B JR,,,Yes
MORRIS BEATRICE I,,,Yes
MORRIS BRITNEY O,,,No
MORRIS CADE R,,,No
MORRIS CARSON A,,,No
MORRIS CHRISTIAN K,,,No
MORRIS DESTINEY A,DESTINEY.A.MORRIS.TEST@US.NAVY.MIL,Active,Yes
MORRIS EMILIE Y,,,No
MORRIS FABIAN C,FABIAN.C.MORRIS.TEST@US.NAVY.MIL,Deleted,Yes
MORRIS GENEVIEVE W,,,No
MORRIS JOHANNA G,,,No
MORRIS TALON F,,,No
MORRISON DANICA C,,,No
MORRISON DYLAN W,DYLAN.W.MORRISON.TEST@US.NAVY.MIL,Active,Yes
MORRISON GRAYSON N,,,No
MORRISON HOWARD X,,,No
MORRISON IBRAHIM E,,Deleted,No
MORRISON JAMAL C,,,No
MORRISON MINA W,,,Yes
MORRISON RALPH R,,,Yes
MORRISON TERRY Q,,,No
MORRISON VICTORIA T,,,No
MORROW ALAYNA F,,,No
MORROW BAYLEE S,,,No
MORROW MOSHE N,,,No
MORROW VALENTIN M,,,No
MORSE BELLA R,BELLA.R.MORSE.TEST@US.NAVY.MIL,Active,Yes
MORSE BOSTON U,,Deleted,Yes
MORSE CHLOE I,CHLOE.I.MORSE.TEST@US.NAVY.MIL,Active,Yes
MORSE CRAIG A,CRAIG.A.MORSE.TEST@US.NAVY.MIL,Active,Yes
MORSE EMERSON D,EMERSON.D.MORSE.TEST@US.NAVY.MIL,Active,Yes
MORSE JAIDYN A,JAIDYN.A.MORSE.TEST@US.NAVY.MIL,Active,No
MORSE KATIE Q,,,No
MORSE LENA S,LENA.S.MORSE.TEST@US.NAVY.MIL,Active,Yes
MORSE MAXIMO C,,,No
MORTON CHELSEY X JR,,,No
MORTON MICHELLE R,,,No
MORTON SEAN X JR,,,No
MORTON TRISTIAN L,,,No
MOSES AMARION O,,,No
MOSES ELLIS R SR,,,No
MOSES EZEKIEL L,EZEKIEL.L.MOSES.TEST@US.NAVY.MIL,Active,Yes
MOSES PEYTON M,,,No
MOSLEY FABIOLA X,,,No
MOSLEY LILY C,,,No
MOSLEY ZARA I,,,No
MOSS ARELI N,,,No
MOSS ARIA O,ARIA.O.MOSS.TEST@US.NAVY.MIL,,No
MOSS GEORGIA B,,,No
MOSS NYAH E,NYAH.E.MOSS.TEST@US.NAVY.MIL,Active,No
MOSS SEAN N,,,No
MOYER ALANA I,,,No
MOYER EARL R,,,No
MOYER ELVIS Y,ELVIS.Y.MOYER.TEST@US.NAVY.MIL,Active,Yes
MOYER JAMISON C,,,No
MOYER JOANA H JR,JOANA.H.MOYER.TEST@US.NAVY.MIL,Active,Yes
MOYER LAUREL N,LAUREL.N.MOYER.TEST@US.NAVY.MIL,Active,Yes
MOYER MARINA Q,,,No
MOYER MARLEY C,,,No
MOYER PRANAV I,,,No
MOYER ROWAN X,,,No
MUELLER AMIYA O,AMIYA.O.MUELLER.TEST@US.NAVY.MIL,Active,Yes
MUELLER BETHANY P,,Active,No
MUELLER JAGGER Y,,,No
MUELLER JORDEN G,,,No
MUELLER KOLBY D,,,No
MUELLER RUBI M,,,No
MULLEN CAYLA J,CAYLA.J.MULLEN.TEST@US.NAVY.MIL,Active,Yes
MULLEN DEMARION T,,,No
MULLEN JAXSON Z,,Active,No
MULLEN KELLI Z,,,No
MULLEN LILLIANA M,LILLIANA.M.MULLEN.TEST@US.NAVY.MIL,Active,No
MULLEN NICO V,,,No
MULLEN TATE D,TATE.D.MULLEN.TEST@US.NAVY.MIL,,Yes
MULLINS CAROL W,,,No
MULLINS CODY E,CODY.E.MULLINS.TEST@US.NAVY.MIL,,No
MULLINS JOANNA V,,,No
MULLINS JUSTINE C,,Active,No
MULLINS KHALIL X,KHALIL.X.MULLINS.TEST@US.NAVY.MIL,Active,Yes
MULLINS LUCIAN K,,,No
MULLINS MESSIAH Y,,,No
MULLINS NOAH S,NOAH.S.MULLINS.TEST@US.NAVY.MIL,Active,No
MULLINS ZARIA N,,,Yes
MUNOZ ALEXANDER E,,,No
MUNOZ ALLY I,,,No
MUNOZ CRAIG R,,,No
MURILLO EVAN W,EVAN.W.MURILLO.TEST@US.NAVY.MIL,Active,Yes
MURILLO JAYLEN L,,,No
MURILLO MARY X,,,No
MURILLO NORA N,,,Yes
MURILLO REYNA F DR,REYNA.F.MURILLO.TEST@US.NAVY.MIL,,Yes
MURILLO SKYLA R,,Deleted,Yes
MURILLO TANYA K,TANYA.K.MURILLO.TEST@US.NAVY.MIL,Active,Yes
MURPHY FRANCIS Z,FRANCIS.Z.MURPHY.TEST@US.NAVY.MIL,Active,Yes
MURPHY FRANKIE Y,,,No
MURPHY JADEN V,,,Yes
MURPHY JAIDYN C,,,No
MURPHY LONDON V,LONDON.V.MURPHY.TEST@US.NAVY.MIL,,No
MURPHY PEYTON B,,,No
MURPHY RACHEL L,,,No
MURPHY SHYANNE I,SHYANNE.I.MURPHY.TEST@US.NAVY.MIL,Active,Yes
